frame,time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
213,4.437500,-1.070039,-5.393240,0.181507,-5.387775,3.049310,-4.874017,4.278235,-4.871154,5.497192,-4.872718
214,4.458333,-1.047322,-5.388980,0.205738,-5.383129,3.113493,-4.845185,4.343280,-4.841856,5.562705,-4.843248
215,4.479167,-1.027198,-5.385145,0.227318,-5.378922,3.172064,-4.818241,4.402694,-4.814442,5.622586,-4.815649
216,4.500000,-1.009693,-5.381763,0.246218,-5.375184,3.224996,-4.793364,4.456450,-4.789096,5.676807,-4.790106
217,4.520833,-0.994830,-5.378857,0.262413,-5.371940,3.272267,-4.770721,4.504525,-4.765986,5.725347,-4.766789
218,4.541667,-0.982628,-5.376449,0.275883,-5.369214,3.313864,-4.750459,4.546906,-4.745263,5.768190,-4.745852
219,4.562500,-0.973101,-5.374554,0.286613,-5.367024,3.349778,-4.732710,4.583583,-4.727063,5.805328,-4.727429
220,4.583333,-0.966258,-5.373185,0.294590,-5.365386,3.380002,-4.717588,4.614552,-4.711500,5.836756,-4.711639
221,4.604167,-0.962105,-5.372351,0.299808,-5.364309,3.404538,-4.705186,4.639812,-4.698674,5.862471,-4.698581
222,4.625000,-0.960643,-5.372056,0.302265,-5.363800,3.423386,-4.695583,4.659365,-4.688663,5.882477,-4.688337
223,4.645833,-0.961868,-5.372303,0.301963,-5.363863,3.436551,-4.688835,4.673216,-4.681527,5.896778,-4.680967
224,4.666667,-0.965772,-5.373087,0.298907,-5.364495,3.444042,-4.684981,4.681372,-4.677309,5.905382,-4.676515
225,4.687500,-0.972345,-5.374403,0.293109,-5.365691,3.445867,-4.684041,4.683843,-4.676028,5.908296,-4.675004
226,4.708333,-0.981570,-5.376239,0.284582,-5.367440,3.442037,-4.686014,4.680639,-4.677688,5.905533,-4.676437
227,4.729167,-0.993426,-5.378581,0.273347,-5.369729,3.432566,-4.690881,4.671774,-4.682272,5.897105,-4.680798
228,4.750000,-1.007890,-5.381412,0.259427,-5.372541,3.417468,-4.698605,4.657261,-4.689743,5.883026,-4.688054
229,4.770833,-1.024933,-5.384709,0.242849,-5.375854,3.396761,-4.709129,4.637119,-4.700047,5.863314,-4.698151
230,4.791667,-1.044521,-5.388449,0.223645,-5.379643,3.370465,-4.722378,4.611365,-4.713110,5.837986,-4.711017
231,4.812500,-1.066618,-5.392603,0.201853,-5.383880,3.338601,-4.738260,4.580023,-4.728840,5.807065,-4.726561
232,4.833333,-1.091182,-5.397141,0.177512,-5.388534,3.301197,-4.756663,4.543117,-4.747130,5.770576,-4.744676
233,4.854167,-1.118168,-5.402029,0.150667,-5.393570,3.258281,-4.777463,4.500676,-4.767852,5.728547,-4.765237
234,4.875000,-1.147526,-5.407231,0.121368,-5.398951,3.209890,-4.800515,4.452735,-4.790864,5.681013,-4.788103
235,4.895833,-1.179203,-5.412710,0.089668,-5.404639,3.156064,-4.825662,4.399332,-4.816010,5.628011,-4.813117
236,4.916667,-1.213140,-5.418425,0.055625,-5.410591,3.096848,-4.852732,4.340514,-4.843117,5.569586,-4.840109
237,4.937500,-1.249275,-5.424335,0.019300,-5.416764,3.032297,-4.881539,4.276331,-4.872000,5.505791,-4.868893
238,4.958333,-1.287543,-5.430397,-0.019240,-5.423114,2.962473,-4.911885,4.206846,-4.902459,5.436685,-4.899272
239,4.979167,-1.327874,-5.436567,-0.059925,-5.429594,2.887446,-4.943562,4.132127,-4.934288,5.362336,-4.931038
240,5.000000,-1.370192,-5.442801,-0.102680,-5.436158,2.807297,-4.976352,4.052252,-4.967265,5.282823,-4.963972
241,5.020833,-1.414422,-5.449054,-0.147428,-5.442759,2.722117,-5.010027,3.967312,-5.001163,5.198234,-4.997847
242,5.041667,-1.460480,-5.455280,-0.194087,-5.449350,2.632009,-5.044355,3.877408,-5.035748,5.108668,-5.032428
243,5.062500,-1.508281,-5.461437,-0.242569,-5.455882,2.537086,-5.079096,3.782651,-5.070779,5.014239,-5.067474
244,5.083333,-1.557738,-5.467479,-0.292786,-5.462310,2.437477,-5.114008,3.683169,-5.106011,4.915070,-5.102741
245,5.104167,-1.608756,-5.473364,-0.344643,-5.468588,2.333322,-5.148847,3.579101,-5.141199,4.811301,-5.137984
246,5.125000,-1.661242,-5.479050,-0.398044,-5.474671,2.224777,-5.183368,3.470600,-5.176096,4.703084,-5.172953
247,5.145833,-1.715096,-5.484498,-0.452889,-5.480517,2.112010,-5.217327,3.357834,-5.210455,4.590584,-5.207404
248,5.166667,-1.770216,-5.489668,-0.509074,-5.486084,1.995205,-5.250487,3.240985,-5.244034,4.473985,-5.241094
249,5.187500,-1.826498,-5.494525,-0.566493,-5.491334,1.874561,-5.282611,3.120250,-5.276597,4.353480,-5.273784
250,5.208333,-1.883836,-5.499036,-0.625038,-5.496230,1.750290,-5.313473,2.995842,-5.307912,4.229283,-5.305243
251,5.229167,-1.942120,-5.503170,-0.684596,-5.500739,1.622619,-5.342854,2.867986,-5.337759,4.101617,-5.335249
252,5.250000,-2.001239,-5.506898,-0.745055,-5.504830,1.491789,-5.370547,2.736923,-5.365925,3.970722,-5.363589
253,5.270833,-2.061080,-5.510196,-0.806298,-5.508475,1.358055,-5.396356,2.602907,-5.392213,3.836851,-5.390063
254,5.291667,-2.121528,-5.513042,-0.868208,-5.511650,1.221683,-5.420100,2.466205,-5.416437,3.700270,-5.414485
255,5.312500,-2.182467,-5.515417,-0.930666,-5.514336,1.082952,-5.441614,2.327095,-5.438429,3.561257,-5.436684
256,5.333333,-2.243781,-5.517309,-0.993552,-5.516515,0.942152,-5.460747,2.185868,-5.458035,3.420103,-5.456507
257,5.354167,-2.305352,-5.518704,-1.056746,-5.518174,0.799581,-5.477371,2.042823,-5.475121,3.277104,-5.473816
258,5.375000,-2.367061,-5.519597,-1.120125,-5.519303,0.655547,-5.491372,1.898268,-5.489573,3.132571,-5.488497
259,5.395833,-2.428791,-5.519983,-1.183569,-5.519899,0.510365,-5.502661,1.752519,-5.501297,2.986817,-5.500452
260,5.416667,-2.490423,-5.519863,-1.246955,-5.519960,0.364353,-5.511168,1.605897,-5.510219,2.840164,-5.509608
261,5.437500,-2.551840,-5.519240,-1.310163,-5.519489,0.217836,-5.516844,1.458728,-5.516288,2.692937,-5.515910
262,5.458333,-2.612925,-5.518124,-1.373070,-5.518492,0.071140,-5.519663,1.311339,-5.519475,2.545464,-5.519328
263,5.479167,-2.673563,-5.516524,-1.435559,-5.516981,-0.075410,-5.519622,1.164058,-5.519773,2.398075,-5.519854
264,5.500000,-2.733637,-5.514457,-1.497511,-5.514969,-0.221486,-5.516738,1.017214,-5.517198,2.251096,-5.517501
265,5.520833,-2.796896,-5.511760,-1.578816,-5.511553,-0.342902,-5.512178,0.871132,-5.511788,2.104854,-5.512305
266,5.541667,-2.932533,-5.504177,-1.697071,-5.505009,-0.467007,-5.505485,0.786668,-5.507361,2.013774,-5.507628
267,5.562500,-3.066833,-5.494242,-1.832519,-5.495215,-0.603005,-5.495785,0.716816,-5.502980,1.941749,-5.503145
268,5.583333,-3.199513,-5.482048,-1.966366,-5.483116,-0.737414,-5.483757,0.648084,-5.498031,1.870847,-5.498053
269,5.604167,-3.330299,-5.467702,-2.098336,-5.468820,-0.869956,-5.469510,0.580598,-5.492556,1.801198,-5.492395
270,5.625000,-3.458924,-5.451327,-2.228158,-5.452450,-1.000360,-5.453166,0.514484,-5.486598,1.732932,-5.486215
271,5.645833,-3.585133,-5.433061,-2.355572,-5.434144,-1.128363,-5.434864,0.448857,-5.480101,1.667177,-5.479670
272,5.666667,-3.708678,-5.413056,-2.480329,-5.414055,-1.253714,-5.414756,0.383843,-5.473091,1.604046,-5.472835
273,5.687500,-3.829326,-5.391476,-2.602191,-5.392347,-1.376175,-5.393006,0.320563,-5.465718,1.542645,-5.465670
274,5.708333,-3.946855,-5.368494,-2.720934,-5.369195,-1.495519,-5.369791,0.259130,-5.458040,1.483085,-5.458231
275,5.729167,-4.061053,-5.344292,-2.836343,-5.344783,-1.611529,-5.345296,0.199650,-5.450116,1.425467,-5.450573
276,5.750000,-4.171724,-5.319062,-2.948218,-5.319305,-1.724005,-5.319713,0.142226,-5.442006,1.369891,-5.442757
277,5.770833,-4.278684,-5.293000,-3.056373,-5.292957,-1.832759,-5.293243,0.086955,-5.433774,1.316452,-5.434842
278,5.791667,-4.381760,-5.266305,-3.160634,-5.265945,-1.937615,-5.266089,0.033931,-5.425480,1.265237,-5.426888
279,5.812500,-4.480796,-5.239182,-3.260841,-5.238472,-2.038412,-5.238458,-0.016761,-5.417189,1.216332,-5.418954
280,5.833333,-4.575647,-5.211835,-3.356845,-5.210747,-2.135001,-5.210560,-0.065037,-5.408961,1.169816,-5.411101
281,5.854167,-4.666179,-5.184467,-3.448514,-5.182977,-2.227248,-5.182602,-0.110821,-5.400859,1.125762,-5.403386
282,5.875000,-4.753047,-5.157033,-3.534951,-5.155618,-2.315028,-5.154792,-0.154041,-5.392942,1.084239,-5.395867
283,5.895833,-4.835552,-5.129898,-3.616637,-5.128703,-2.398233,-5.127333,-0.194630,-5.385269,1.045312,-5.388599
284,5.916667,-4.913403,-5.103321,-3.694113,-5.102212,-2.476321,-5.100580,-0.232527,-5.377897,1.009039,-5.381635
285,5.937500,-4.986512,-5.077492,-3.767665,-5.076187,-2.548833,-5.074874,-0.267677,-5.370878,0.975474,-5.375027
286,5.958333,-5.054803,-5.052595,-3.836388,-5.051090,-2.616521,-5.050122,-0.300028,-5.364263,0.944665,-5.368821
287,5.979167,-5.118209,-5.028806,-3.900217,-5.027099,-2.679319,-5.026496,-0.329534,-5.358102,0.916656,-5.363063
288,6.000000,-5.176674,-5.006291,-3.959093,-5.004380,-2.737170,-5.004163,-0.356155,-5.352436,0.891485,-5.357794
289,6.020833,-5.230378,-4.985114,-4.012736,-4.983184,-2.790028,-4.983276,-0.379855,-5.347308,0.869187,-5.353051
290,6.041667,-5.279147,-4.965469,-4.061239,-4.963608,-2.837851,-4.963979,-0.400602,-5.342752,0.849791,-5.348867
291,6.062500,-5.322847,-4.947528,-4.104669,-4.945745,-2.880606,-4.946403,-0.418372,-5.338802,0.833320,-5.345273
292,6.083333,-5.361449,-4.931412,-4.142997,-4.929716,-2.918267,-4.930665,-0.433143,-5.335484,0.819794,-5.342292
293,6.104167,-5.394934,-4.917227,-4.176203,-4.915628,-2.950812,-4.916871,-0.444898,-5.332821,0.809228,-5.339945
294,6.125000,-5.423284,-4.905068,-4.204270,-4.903573,-2.978228,-4.905111,-0.453626,-5.330830,0.801632,-5.338248
295,6.145833,-5.446488,-4.895013,-4.227188,-4.893629,-3.000503,-4.895461,-0.459320,-5.329526,0.797011,-5.337212
296,6.166667,-5.464539,-4.887127,-4.244951,-4.885859,-3.017631,-4.887983,-0.461978,-5.328916,0.795366,-5.336842
297,6.187500,-5.477436,-4.881458,-4.257557,-4.880312,-3.029611,-4.882722,-0.461602,-5.329002,0.796693,-5.337140
298,6.208333,-5.485180,-4.878040,-4.265006,-4.877021,-3.036444,-4.879710,-0.458198,-5.329784,0.800985,-5.338103
299,6.229167,-5.487775,-4.876893,-4.267306,-4.876004,-3.038137,-4.878962,-0.451779,-5.331253,0.808228,-5.339722
300,6.250000,-5.485232,-4.878017,-4.264464,-4.877261,-3.034700,-4.880480,-0.442360,-5.333397,0.818406,-5.341984
301,6.270833,-5.477562,-4.881402,-4.256494,-4.880781,-3.026144,-4.884247,-0.429962,-5.336201,0.831495,-5.344872
302,6.291667,-5.464782,-4.887021,-4.243411,-4.886535,-3.012488,-4.890233,-0.414610,-5.339642,0.847471,-5.348363
303,6.312500,-5.446911,-4.894829,-4.225237,-4.894479,-2.993751,-4.898395,-0.396334,-5.343694,0.866303,-5.352432
304,6.333333,-5.423973,-4.904771,-4.201994,-4.904555,-2.969958,-4.908672,-0.375168,-5.348328,0.887954,-5.357047
305,6.354167,-5.395996,-4.916774,-4.173712,-4.916691,-2.941138,-4.920990,-0.351151,-5.353509,0.912386,-5.362176
306,6.375000,-5.363013,-4.930753,-4.140422,-4.930801,-2.907324,-4.935263,-0.324326,-5.359198,0.939554,-5.367779
307,6.395833,-5.325060,-4.946611,-4.102162,-4.946785,-2.868554,-4.951388,-0.294743,-5.365354,0.969408,-5.373816
308,6.416667,-5.282181,-4.964234,-4.058975,-4.964530,-2.824873,-4.969253,-0.262452,-5.371932,1.001896,-5.380242
309,6.437500,-5.234424,-4.983500,-4.010911,-4.983913,-2.776329,-4.988734,-0.227513,-5.378884,1.036959,-5.387012
310,6.458333,-5.181843,-5.004273,-3.958023,-5.004798,-2.722979,-5.009692,-0.189987,-5.386159,1.074534,-5.394075
311,6.479167,-5.124501,-5.026410,-3.900375,-5.027038,-2.664885,-5.031983,-0.149940,-5.393705,1.114555,-5.401380
312,6.500000,-5.062467,-5.049754,-3.838036,-5.050479,-2.602119,-5.055450,-0.107445,-5.401466,1.156949,-5.408876
313,6.520833,-4.995817,-5.074144,-3.771082,-5.074957,-2.534759,-5.079929,-0.062578,-5.409388,1.201640,-5.416506
314,6.541667,-4.924637,-5.099407,-3.699602,-5.100300,-2.462891,-5.105249,-0.015419,-5.417413,1.248547,-5.424218
315,6.562500,-4.849022,-5.125368,-3.623689,-5.126331,-2.386614,-5.131232,0.033947,-5.425483,1.297586,-5.431954
316,6.583333,-4.769076,-5.151843,-3.543448,-5.152866,-2.306031,-5.157697,0.085430,-5.433540,1.348666,-5.439660
317,6.604167,-4.684914,-5.178648,-3.458995,-5.179721,-2.221260,-5.184456,0.138935,-5.441528,1.401694,-5.447282
318,6.625000,-4.596660,-5.205593,-3.370454,-5.206705,-2.132427,-5.211321,0.194365,-5.449388,1.456573,-5.454764
319,6.645833,-4.504449,-5.232488,-3.277962,-5.233629,-2.039670,-5.238104,0.251618,-5.457066,1.513200,-5.462053
320,6.666667,-4.408428,-5.259144,-3.181666,-5.260302,-1.943135,-5.264615,0.310586,-5.464506,1.571470,-5.469098
321,6.687500,-4.308755,-5.285373,-3.081723,-5.286536,-1.842983,-5.290666,0.371159,-5.471657,1.631273,-5.475849
322,6.708333,-4.205597,-5.310988,-2.978304,-5.312146,-1.739384,-5.316074,0.433224,-5.478468,1.692498,-5.482259
323,6.729167,-4.099136,-5.335809,-2.871589,-5.336950,-1.632520,-5.340659,0.496663,-5.484891,1.755027,-5.488284
324,6.750000,-3.989561,-5.359660,-2.761769,-5.360773,-1.522584,-5.364247,0.561356,-5.490882,1.818743,-5.493881
325,6.770833,-3.877075,-5.382373,-2.649047,-5.383448,-1.409778,-5.386672,0.627179,-5.496400,1.883523,-5.499013
326,6.791667,-3.761889,-5.403789,-2.533636,-5.404814,-1.294316,-5.407776,0.694006,-5.501408,1.949244,-5.503644
327,6.812500,-3.644226,-5.423756,-2.415759,-5.424721,-1.176422,-5.427411,0.761710,-5.505871,2.015778,-5.507743
328,6.833333,-3.524318,-5.442135,-2.295648,-5.443031,-1.056329,-5.445440,0.830158,-5.509759,2.082999,-5.511284
329,6.854167,-3.402404,-5.458800,-2.173544,-5.459616,-0.934277,-5.461737,0.899220,-5.513049,2.150776,-5.514244
330,6.875000,-3.278734,-5.473635,-2.049696,-5.474364,-0.810516,-5.476193,0.968761,-5.515719,2.218978,-5.516604
331,6.895833,-3.153561,-5.486540,-1.924359,-5.487173,-0.685303,-5.488709,1.038647,-5.517753,2.287473,-5.518351
332,6.916667,-3.027148,-5.497430,-1.797796,-5.497960,-0.558897,-5.499202,1.108742,-5.519140,2.356130,-5.519475
333,6.937500,-2.899761,-5.506234,-1.670273,-5.506656,-0.431567,-5.507606,1.178911,-5.519874,2.424815,-5.519973
334,6.958333,-2.771670,-5.512899,-1.542062,-5.513206,-0.303583,-5.513870,1.249019,-5.519953,2.493395,-5.519844
335,6.979167,-2.643148,-5.517388,-1.413435,-5.517575,-0.175217,-5.517958,1.318929,-5.519381,2.561740,-5.519093
336,7.000000,-2.514470,-5.519679,-1.284667,-5.519743,-0.046744,-5.519855,1.388507,-5.518167,2.629717,-5.517730
337,7.020833,-2.385912,-5.519768,-1.156035,-5.519706,0.081561,-5.519558,1.457621,-5.516323,2.697197,-5.515768
338,7.041667,-2.257747,-5.517669,-1.027812,-5.517480,0.209425,-5.517083,1.526137,-5.513867,2.764052,-5.513227
339,7.062500,-2.130248,-5.513412,-0.900271,-5.513094,0.336577,-5.512464,1.593926,-5.510821,2.830155,-5.510128
340,7.083333,-2.003685,-5.507042,-0.773682,-5.506596,0.445940,-5.506766,1.677670,-5.506211,2.895380,-5.506498
341,7.104167,-1.913587,-5.501203,-0.680915,-5.500474,0.551675,-5.499737,1.778941,-5.499383,3.011391,-5.498637
342,7.125000,-1.839820,-5.495613,-0.608977,-5.494933,0.669929,-5.490100,1.896929,-5.489694,3.128704,-5.488851
343,7.145833,-1.767377,-5.489412,-0.538373,-5.488818,0.786542,-5.478753,2.013268,-5.478305,3.244352,-5.477390
344,7.166667,-1.696391,-5.482650,-0.469232,-5.482180,0.901282,-5.465795,2.127727,-5.465315,3.358105,-5.464353
345,7.187500,-1.626994,-5.475382,-0.401679,-5.475071,1.013924,-5.451333,2.240081,-5.450831,3.469741,-5.449847
346,7.208333,-1.559309,-5.467666,-0.335838,-5.467548,1.124251,-5.435486,2.350115,-5.434974,3.579048,-5.433992
347,7.229167,-1.493457,-5.459561,-0.271825,-5.459669,1.232057,-5.418385,2.457622,-5.417872,3.685819,-5.416917
348,7.250000,-1.429556,-5.451132,-0.209752,-5.451496,1.337143,-5.400165,2.562406,-5.399662,3.789861,-5.398759
349,7.270833,-1.367717,-5.442443,-0.149728,-5.443091,1.439322,-5.380972,2.664279,-5.380489,3.890987,-5.379661
350,7.291667,-1.309215,-5.433740,-0.090683,-5.434342,1.538414,-5.360957,2.763063,-5.360503,3.989023,-5.359773
351,7.312500,-1.253475,-5.425010,-0.033392,-5.425394,1.634254,-5.340274,2.858592,-5.339859,4.083802,-5.339250
352,7.333333,-1.200085,-5.416245,0.021545,-5.416388,1.726683,-5.319082,2.950710,-5.318717,4.175170,-5.318248
353,7.354167,-1.149132,-5.407512,0.074040,-5.407391,1.815555,-5.297545,3.039271,-5.297237,4.262983,-5.296929
354,7.375000,-1.100699,-5.398876,0.124008,-5.398471,1.900734,-5.275824,3.124139,-5.275582,4.347108,-5.275453
355,7.395833,-1.054860,-5.390402,0.171370,-5.389695,1.982095,-5.254082,3.205189,-5.253913,4.427419,-5.253981
356,7.416667,-1.011688,-5.382150,0.216053,-5.381127,2.059522,-5.232480,3.282307,-5.232393,4.503805,-5.232672
357,7.437500,-0.971247,-5.374183,0.257988,-5.372830,2.132911,-5.211178,3.355389,-5.211178,4.576162,-5.211682
358,7.458333,-0.933597,-5.366559,0.297114,-5.364865,2.202166,-5.190331,3.424339,-5.190425,4.644396,-5.191166
359,7.479167,-0.898793,-5.359333,0.333374,-5.357291,2.267200,-5.170091,3.489072,-5.170283,4.708422,-5.171271
360,7.500000,-0.866884,-5.352557,0.366715,-5.350161,2.327937,-5.150602,3.549510,-5.150897,4.768165,-5.152140
361,7.520833,-0.837916,-5.346279,0.397091,-5.343527,2.384309,-5.132003,3.605587,-5.132404,4.823557,-5.133909
362,7.541667,-0.811926,-5.340546,0.424462,-5.337438,2.436254,-5.114427,3.657099,-5.114986,4.874681,-5.116659
363,7.562500,-0.788949,-5.335396,0.448790,-5.331934,2.483720,-5.097995,3.703712,-5.098864,4.921767,-5.100409
364,7.583333,-0.769014,-5.330868,0.470046,-5.327057,2.526663,-5.082823,3.745811,-5.084009,4.964343,-5.085414
365,7.604167,-0.752145,-5.326991,0.488204,-5.322839,2.565042,-5.069014,3.783358,-5.070523,5.002370,-5.071777
366,7.625000,-0.738361,-5.323792,0.503242,-5.319310,2.598826,-5.056664,3.816321,-5.058497,5.035815,-5.059593
367,7.645833,-0.727677,-5.321294,0.515144,-5.316493,2.627345,-5.046095,3.845320,-5.047773,5.064654,-5.048942
368,7.666667,-0.720102,-5.319514,0.523899,-5.314408,2.651192,-5.037157,3.869721,-5.038644,5.088865,-5.039897
369,7.687500,-0.715641,-5.318461,0.529500,-5.313069,2.670388,-5.029895,3.889473,-5.031183,5.108434,-5.032516
370,7.708333,-0.714294,-5.318143,0.531946,-5.312482,2.684923,-5.024357,3.904568,-5.025439,5.123351,-5.026848
371,7.729167,-0.716057,-5.318559,0.531240,-5.312652,2.694793,-5.020576,3.915000,-5.021447,5.133612,-5.022929
372,7.750000,-0.720921,-5.319707,0.527390,-5.313574,2.699998,-5.018576,3.920769,-5.019233,5.139215,-5.020781
373,7.770833,-0.728872,-5.321575,0.520406,-5.315241,2.700543,-5.018367,3.921879,-5.018806,5.140166,-5.020416
374,7.791667,-0.739891,-5.324149,0.510308,-5.317640,2.696436,-5.019945,3.918338,-5.020167,5.136472,-5.021833
375,7.812500,-0.753956,-5.327409,0.497115,-5.320751,2.687692,-5.023298,3.910159,-5.023302,5.128148,-5.025018
376,7.833333,-0.771039,-5.331330,0.480854,-5.324552,2.674329,-5.028397,3.897361,-5.028186,5.115210,-5.029946
377,7.854167,-0.791107,-5.335883,0.461557,-5.329013,2.656370,-5.035204,3.879965,-5.034782,5.097682,-5.036579
378,7.875000,-0.814124,-5.341035,0.439259,-5.334100,2.633841,-5.043670,3.857999,-5.043041,5.075590,-5.044868
379,7.895833,-0.840049,-5.346746,0.414000,-5.339778,2.606775,-5.053731,3.831493,-5.052903,5.048966,-5.054752
380,7.916667,-0.868834,-5.352975,0.385825,-5.346003,2.575209,-5.065317,3.800389,-5.064331,5.017943,-5.066126
381,7.937500,-0.900428,-5.359676,0.354785,-5.352730,2.539187,-5.078342,3.764825,-5.077208,4.982467,-5.078943
382,7.958333,-0.934777,-5.366801,0.320934,-5.359910,2.498756,-5.092716,3.724849,-5.091441,4.942587,-5.093112
383,7.979167,-0.971818,-5.374298,0.284331,-5.367491,2.453972,-5.108334,3.680514,-5.106930,4.898356,-5.108532
384,8.000000,-1.011487,-5.382111,0.245041,-5.375418,2.404895,-5.125088,3.631881,-5.123565,4.849834,-5.125094
385,8.020833,-1.053713,-5.390186,0.203133,-5.383633,2.351593,-5.142857,3.579017,-5.141227,4.797088,-5.142680
386,8.041667,-1.098422,-5.398462,0.158682,-5.392077,2.294140,-5.161517,3.521995,-5.159792,4.740192,-5.161165
387,8.062500,-1.145533,-5.406882,0.111766,-5.400689,2.232618,-5.180934,3.460897,-5.179128,4.679228,-5.180420
388,8.083333,-1.194963,-5.415384,0.062469,-5.409407,2.167117,-5.200972,3.395811,-5.199099,4.614283,-5.200307
389,8.104167,-1.246621,-5.423907,0.010880,-5.418169,2.097734,-5.221490,3.326835,-5.219563,4.545455,-5.220686
390,8.125000,-1.300415,-5.432390,-0.042909,-5.426912,2.024575,-5.242340,3.254072,-5.240375,4.472848,-5.241412
391,8.145833,-1.356245,-5.440773,-0.098799,-5.435573,1.947755,-5.263377,3.177637,-5.261388,4.396576,-5.262340
392,8.166667,-1.414010,-5.448997,-0.156687,-5.444091,1.867397,-5.284451,3.097652,-5.282453,4.316761,-5.283320
393,8.187500,-1.473602,-5.457002,-0.216468,-5.452405,1.783633,-5.305413,3.014249,-5.303421,4.233534,-5.304204
394,8.208333,-1.534911,-5.464732,-0.278030,-5.460457,1.696603,-5.326114,2.927566,-5.324143,4.147034,-5.324843
395,8.229167,-1.597821,-5.472132,-0.341259,-5.468189,1.606457,-5.346407,2.837752,-5.344473,4.057410,-5.345093
396,8.250000,-1.662215,-5.479152,-0.406035,-5.475548,1.513355,-5.366149,2.744967,-5.364267,3.964820,-5.364809
397,8.270833,-1.727970,-5.485742,-0.472236,-5.482482,1.417463,-5.385201,2.649375,-5.383384,3.869429,-5.383852
398,8.291667,-1.794961,-5.491856,-0.539735,-5.488943,1.318958,-5.403428,2.551153,-5.401691,3.771413,-5.402088
399,8.312500,-1.863060,-5.497453,-0.608405,-5.494886,1.218023,-5.420702,2.450483,-5.419057,3.670954,-5.419389
400,8.333333,-1.932136,-5.502494,-0.678114,-5.500271,1.114851,-5.436902,2.347557,-5.435361,3.568244,-5.435632
401,8.354167,-2.002056,-5.506946,-0.748726,-5.505062,1.009642,-5.451914,2.242574,-5.450490,3.463480,-5.450705
402,8.375000,-2.072685,-5.510780,-0.820106,-5.509227,0.902602,-5.465635,2.135739,-5.464339,3.356868,-5.464504
403,8.395833,-2.143886,-5.513971,-0.892115,-5.512740,0.793944,-5.477971,2.027265,-5.476812,3.248620,-5.476933
404,8.416667,-2.215520,-5.516499,-0.964614,-5.515578,0.683885,-5.488838,1.917369,-5.487825,3.138953,-5.487908
405,8.437500,-2.287450,-5.518350,-1.037461,-5.517724,0.572651,-5.498165,1.806274,-5.497305,3.028089,-5.497357
406,8.458333,-2.359535,-5.519515,-1.110515,-5.519166,0.460468,-5.505889,1.694208,-5.505190,2.916254,-5.505217
407,8.479167,-2.431635,-5.519988,-1.183634,-5.519900,0.347567,-5.511964,1.581400,-5.511430,2.803680,-5.511439
408,8.500000,-2.503611,-5.519771,-1.256677,-5.519922,0.234182,-5.516353,1.468085,-5.515988,2.690598,-5.515987
409,8.520833,-2.575323,-5.518870,-1.329501,-5.519238,0.120547,-5.519034,1.354497,-5.518841,2.577243,-5.518836
410,8.541667,-2.646635,-5.517295,-1.401966,-5.517858,0.006900,-5.519997,1.240872,-5.519978,2.463850,-5.519976
411,8.562500,-2.717407,-5.515063,-1.473933,-5.515795,-0.106526,-5.519245,1.127446,-5.519399,2.350654,-5.519409
412,8.583333,-2.787507,-5.512194,-1.545264,-5.513069,-0.219494,-5.516796,1.014452,-5.517122,2.237888,-5.517149
413,8.604167,-2.856800,-5.508714,-1.615822,-5.509706,-0.331774,-5.512678,0.902123,-5.513173,2.125786,-5.513224
414,8.625000,-2.925155,-5.504652,-1.685475,-5.505733,-0.443136,-5.506932,0.790690,-5.507593,2.014575,-5.507674
415,8.645833,-2.992445,-5.500044,-1.769811,-5.500055,-0.537635,-5.500757,0.680377,-5.500435,1.904481,-5.500552
416,8.666667,-3.091071,-5.492192,-1.858415,-5.493062,-0.634906,-5.493150,0.587354,-5.493131,1.821854,-5.494141
417,8.687500,-3.193922,-5.482610,-1.961567,-5.483592,-0.738067,-5.483693,0.516180,-5.486758,1.749313,-5.487755
418,8.708333,-3.295045,-5.471797,-2.063011,-5.472878,-0.839522,-5.472992,0.446513,-5.479858,1.678265,-5.480814
419,8.729167,-3.394246,-5.459842,-2.162550,-5.461010,-0.939075,-5.461135,0.378481,-5.472487,1.608839,-5.473373
420,8.750000,-3.491340,-5.446844,-2.259999,-5.448084,-1.036539,-5.448220,0.312206,-5.464704,1.541161,-5.465491
421,8.770833,-3.586148,-5.432905,-2.355175,-5.434205,-1.131733,-5.434351,0.247804,-5.456568,1.475350,-5.457229
422,8.791667,-3.678496,-5.418138,-2.447908,-5.419483,-1.224484,-5.419639,0.185391,-5.448144,1.411524,-5.448652
423,8.812500,-3.768223,-5.402659,-2.538031,-5.404034,-1.314628,-5.404198,0.125072,-5.439496,1.349792,-5.439826
424,8.833333,-3.855171,-5.386589,-2.625389,-5.387979,-1.402008,-5.388151,0.066950,-5.430690,1.290260,-5.430819
425,8.854167,-3.939195,-5.370051,-2.709833,-5.371443,-1.486476,-5.371620,0.011124,-5.421794,1.233027,-5.421700
426,8.875000,-4.020155,-5.353173,-2.791225,-5.354552,-1.567893,-5.354734,-0.042315,-5.412874,1.178190,-5.412537
427,8.895833,-4.097923,-5.336082,-2.869432,-5.337434,-1.646127,-5.337620,-0.093280,-5.403998,1.125835,-5.403399
428,8.916667,-4.172376,-5.318908,-2.944333,-5.320220,-1.721056,-5.320408,-0.141690,-5.395231,1.076049,-5.394355
429,8.937500,-4.243403,-5.301780,-3.015814,-5.303037,-1.792566,-5.303226,-0.188471,-5.386449,1.029909,-5.385665
